areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
1,B02,B0201,B02011100,2574220,32,20181205170522,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG,126.9187769621,37.5489302228,,20200423102027,0.0,13.0,게스트하우스 류가(Guest House Ryuga),서울특별시 마포구 독막로7길 19,(서교동),010-5417-1977,04047,13
36,B02,B0201,B02011100,2600730,32,20190503145230,,,128.5735799046,35.2091496495,,20200324155759,0.0,16.0,게스트하우스 리좀,경상남도 창원시 마산합포구 동서북14길 24,4층 (동성동),070-8822-2081,51729,16
37,B02,B0201,B02011100,2569871,32,20181126155828,,,126.7047940872,35.9858398862,,20201221094944,20.0,2.0,게스트하우스 소설여행,전라북도 군산시 월명로 516-1,(신흥동),,54020,2
1,B02,B0201,B02011600,2585333,32,20190104173719,,,127.0184556043,37.5899605748,,20201221154315,0.0,17.0,게스트하우스 수니,서울특별시 성북구 보문로32길 42,(동선동2가),010-9050-0896,02849,17
2,B02,B0201,B02011100,2570224,32,20181127110918,http://tong.visitkorea.or.kr/cms/resource/69/2568069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2568069_image2_1.jpg,126.6444188691,37.5414539910,,20201127162119,0.0,7.0,게스트하우스 에쿠,인천광역시 서구 청라커낼로 367,(청라동),010-6890-3800,22748,7
37,B02,B0201,B02011100,2594149,32,20190401143822,http://tong.visitkorea.or.kr/cms/resource/12/2652012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2652012_image2_1.jpg,126.7088936401,35.9889673773,,20201126144706,7.0,2.0,게스트하우스 여정 [한국관광 품질인증/Korea Quality],전라북도 군산시 구영2길 25,(영화동),010-8098-2202,54021,2
37,B02,B0201,B02011100,2569245,32,20181123111133,,,126.7120934190,35.9864149458,,20200408102410,19.0,2.0,게스트하우스 우정,전라북도 군산시 거석길 39,(중앙로1가 14-7),010-5552-8812,54025,2
36,B02,B0201,B02011100,2575102,32,20181207135837,,,128.4232944464,34.8420186395,6.0,20201228133749,17.0,17.0,게스트하우스 위드,경상남도 통영시 항남1길 18,(항남동),010-9588-4141,53054,17
6,B02,B0201,B02011100,2624237,32,20191011172628,,,129.1137257153,35.1636313135,,20191111112904,0.0,12.0,게스트하우스 은가비,부산광역시 수영구 광서로 5-12,(광안동),010-9931-1119,48247,12
1,B02,B0201,B02011100,2570648,32,20181128141558,http://tong.visitkorea.or.kr/cms/resource/16/2568716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2568716_image2_1.jpg,127.0326011727,37.5048568272,,20200423104411,0.0,1.0,게스트하우스 G601(게스트하우스 G601_강남),서울특별시 강남구 논현로105길 11-17,(역삼동),010-6577-0601,06126,1
35,B02,B0201,B02011100,2569003,32,20181122154441,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg,128.7215095058,36.5672736337,,20200423101226,0.0,11.0,게스트하우스 play at home(플레이앳홈),경상북도 안동시 금곡길 21-8,(금곡동),010-3538-0785,36690,11
1,B02,B0201,B02011100,2607620,32,20190621104135,,,127.0309007260,37.5261154387,,20200324163420,0.0,1.0,게스트하우스강남,서울특별시 강남구 압구정로34길 33,"(신사동,현대맨션) 22-2-2",010-8282-3580,06023,1
1,B02,B0201,B02011600,2049484,32,20151214142445,http://tong.visitkorea.or.kr/cms/resource/59/2049459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2049459_image2_1.jpg,126.9874919685,37.5826080955,6.0,20201128141259,15077.0,23.0,게스트하우스서울삼촌[한국관광 품질인증/Korea Quality],서울특별시 종로구 계동4길 15-3,(계동),010-9753-5432,03057,23
37,B02,B0201,B02011100,2575689,32,20181210110444,http://tong.visitkorea.or.kr/cms/resource/43/2575343_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2575343_image2_1.jpg,126.7088936401,35.9889673773,,20200423103716,0.0,2.0,게스트하우스여정,전라북도 군산시 구영2길 25,(영화동),"010-3673-8019, 010-7361-2202",54021,2
34,A02,A0207,A02070200,2531702,15,20180117143143,http://tong.visitkorea.or.kr/cms/resource/82/2704382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2704382_image2_1.jpg,127.1075869625,36.4666363013,6.0,20210120171108,3567.0,1.0,겨울공주 온라인 군밤축제 2021,온라인개최,(웅진동),041-840-8111,32535,1
32,A03,A0302,A03022600,522952,28,20080319162507,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,128.6999645334,37.6767485344,6.0,20201015154636,14020.0,15.0,겨울세상,강원도 평창군 대관령면 올림픽로 24,,,25347,15
32,A03,A0302,A03022600,512074,28,20080313173443,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,128.8476544408,37.2055057123,6.0,20200402133937,17237.0,11.0,겨울세상,강원도 정선군 고한읍 고한로 83,,,26155,11
31,A03,A0302,A03022600,505810,28,20080305100022,http://tong.visitkorea.or.kr/cms/resource/34/449234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/449234_image3_1.jpg,127.2361743108,37.7951350935,6.0,20201019150257,14603.0,29.0,겨울이야기,경기도 포천시 내촌면 금강로 2482,(내촌면),,11189,29
37,A01,A0101,A01011500,129070,12,20060627000000,http://tong.visitkorea.or.kr/cms/resource/11/1976011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1976011_image3_1.jpg,126.4817120330,35.6281074345,6.0,20210412092701,21729.0,6.0,격포마을,전북 부안군 변산면 격포리,,,579-851,6
37,A03,A0303,A03030600,131278,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/91/186491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/186491_image3_1.jpg,126.4640137357,35.6231854755,6.0,20200819160314,25910.0,6.0,격포방파제낚시,전라북도 부안군 변산면 방파제길,(변산면),,56337,6
37,A05,A0502,A05020100,1607036,39,20120419090943,,,126.4720684652,35.6274434595,6.0,20200121142512,15895.0,6.0,격포채석강횟집,전라북도 부안군 변산면 채석강길 8,,063-581-8818,56337,6
37,A01,A0101,A01011400,128980,12,20060525000000,http://tong.visitkorea.or.kr/cms/resource/14/1604214_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1604214_image3_1.jpg,126.4686633325,35.6227133850,6.0,20201228151810,33480.0,6.0,격포항,전북 부안군 변산면 격포리,,,56337,6
37,A04,A0401,A04010200,1979610,38,20141224164500,http://tong.visitkorea.or.kr/cms/resource/15/1976615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1976615_image3_1.jpg,126.4703715269,35.6221884733,6.0,20200513142953,9868.0,6.0,격포항 수산시장,전라북도 부안군 변산면 격포중앙길 28-4,,,56337,6
37,A01,A0101,A01011200,126288,12,20030929000000,http://tong.visitkorea.or.kr/cms/resource/31/2651031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2651031_image3_1.jpg,126.4698102873,35.6292793235,6.0,20200401173952,77406.0,6.0,격포해변,전라북도 부안군 변산면 변산해변로 29-14,(변산면),,56337,6
37,A01,A0101,A01010400,716313,12,20090403154610,,,127.4134144762,35.3400448809,6.0,20201218144127,22170.0,4.0,견두산,전라북도 남원시 수지면 고평리,,,55791,4
1,A04,A0401,A04010600,132205,38,20031120000000,http://tong.visitkorea.or.kr/cms/resource/50/1984350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1984350_image3_1.jpg,126.9819927000,37.5744783860,6.0,20200929093431,12795.0,23.0,견지동 불교용품거리,서울특별시 종로구 우정국로 55,,,03144,23
35,A02,A0201,A02010200,252566,12,20071101000000,,,127.8993602813,36.5756268834,6.0,20210322171610,26008.0,9.0,견훤산성,경상북도 상주시 화북면 장암리,,,37102,9
34,A02,A0206,A02060100,915371,14,20100106175706,http://tong.visitkorea.or.kr/cms/resource/39/1602739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1602739_image3_1.jpg,126.5489604587,36.5326051200,6.0,20210318170108,20287.0,15.0,결성농요내포농사박물관,충청남도 홍성군 결성면 구성남로 91,,,32212,15
34,A02,A0201,A02010700,1627302,12,20120510133603,http://tong.visitkorea.or.kr/cms/resource/59/1602759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1602759_image3_1.jpg,126.5449721605,36.5238393931,6.0,20200317162328,18221.0,15.0,결성동헌,충청남도 홍성군 결성면 읍내리,,,32212,15
34,A02,A0201,A02010700,1627251,12,20120510131657,http://tong.visitkorea.or.kr/cms/resource/27/1602727_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1602727_image3_1.jpg,126.5431610786,36.5289137789,6.0,20200317162413,16920.0,15.0,결성향교,충청남도 홍성군 결성면 홍남서로707번길 21-8,,,32212,15
34,B02,B0201,B02011600,2570229,32,20181127111900,http://tong.visitkorea.or.kr/cms/resource/74/2568074_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/2568074_image2_1.JPG,126.5432499636,36.5287943496,,20190902172940,0.0,15.0,결성향교,충청남도 홍성군 결성면 홍남서로707번길 21-8,,010-6512-6112,32212,15
38,A02,A0202,A02020700,129282,12,20061027000000,,,127.1729156428,35.2563140818,6.0,20201203173633,19733.0,3.0,겸면목화공원,전라남도 곡성군 겸면 곡순로 1864,,,57516,3
1,A02,A0206,A02060500,774675,14,20090803111447,http://tong.visitkorea.or.kr/cms/resource/28/1570628_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1570628_image3_1.jpg,126.8384725160,37.5722816289,6.0,20210106104456,19604.0,4.0,겸재정선미술관,서울특별시 강서구 양천로47길 36,(가양동),,07522,4
38,A02,A0201,A02010700,1957342,12,20141017101155,,,127.2495077760,35.0812434783,6.0,20200317155425,1129.0,11.0,겸천서원,전라남도 순천시 주암면 죽림리,,,57911,11
37,A01,A0101,A01010400,716538,12,20090406095709,,,127.1566049676,35.7269104862,6.0,20210323163126,20594.0,8.0,경각산,전라북도 완주군 구이면 광곡리,,,55361,8
32,A05,A0502,A05020100,391742,39,20080110103813,http://tong.visitkorea.or.kr/cms/resource/21/391821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/391821_image3_1.jpg,127.5509525715,37.8422103958,6.0,20210120132509,14888.0,13.0,경강막국수,강원도 춘천시 남산면 서백길 62-4,,033-263-1138,24464,13
35,A02,A0201,A02010700,1957963,12,20141021090033,,,128.6822925820,36.6005191001,6.0,20210317171025,2052.0,11.0,경광서원,경상북도 안동시 서후면 금계3길 131-24,,,36616,11
1,A02,A0201,A02010800,294505,12,20071126171151,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,127.0045728379,37.6145602435,6.0,20201007160208,26479.0,17.0,경국사(서울),서울특별시 성북구 보국문로 113-10,(정릉동),,02705,17
4,A02,A0201,A02010400,2707041,12,20210224133528,http://tong.visitkorea.or.kr/cms/resource/32/2707032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2707032_image2_1.jpg,128.6866758144,35.9074757619,6.0,20210225134939,0.0,4.0,경극고택 (관광두레 주민사업체),대구광역시 동구 옻골로 195-3,(둔산동),,41055,4
31,A02,A0201,A02010600,1856950,12,20131108175853,http://tong.visitkorea.or.kr/cms/resource/61/1720461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1720461_image3_1.jpg,127.3123186352,37.5587972883,6.0,20210125155155,14658.0,9.0,경기 남양주 조안 [슬로시티],경기도 남양주시 조안면 북한강로 413,,,12281,9
31,A04,A0401,A04010100,131986,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/36/1788436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1788436_image3_1.jpg,127.2703825046,37.0065520978,6.0,20200624155618,14846.0,16.0,"경기 안성장 (2, 7일)",경기도 안성시 시장길 37,(서인동),031-670-2065,17592,16
31,A02,A0206,A02060900,130832,14,20060510000000,http://tong.visitkorea.or.kr/cms/resource/98/1858998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1858998_image3_1.jpg,126.9965953850,37.4323257114,6.0,20210122153959,20490.0,3.0,경기과천교육도서관,경기도 과천시 도서관길 36,(별양동),,13836,3
31,A02,A0206,A02060100,130919,14,20070710000000,http://tong.visitkorea.or.kr/cms/resource/05/1786005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1786005_image3_1.jpg,127.0347178433,37.3005500052,6.0,20201113134309,17521.0,13.0,경기대학교박물관,경기도 수원시 영통구 광교산로 154-42,(이의동),,16227,13
31,A02,A0206,A02060600,130546,14,20050309000000,,,127.1135118480,37.2593867373,6.0,20201203173220,20915.0,23.0,경기도국악당,경기도 용인시 기흥구 민속촌로 89,(보라동),,17075,23
31,A02,A0206,A02060500,631278,14,20081002102628,http://tong.visitkorea.or.kr/cms/resource/73/1593473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1593473_image3_1.jpg,126.8099598046,37.3250570533,6.0,20201015104422,20028.0,15.0,경기도미술관,경기도 안산시 단원구 동산로 268,(초지동),,15385,15
31,A02,A0206,A02060100,130136,14,20071106014345,http://tong.visitkorea.or.kr/cms/resource/97/576297_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/576297_image3_1.jpg,127.1086564838,37.2682634008,6.0,20201203171915,35122.0,23.0,경기도박물관,경기도 용인시 기흥구 상갈로 6,(상갈동),,17072,23
31,A02,A0206,A02060100,1605877,14,20120418100227,,,127.1086564838,37.2682634008,6.0,20210324173940,24458.0,23.0,경기도어린이박물관,경기도 용인시 기흥구 상갈로 6,,,17072,23
31,A02,A0206,A02060100,130358,14,20110131094926,http://tong.visitkorea.or.kr/cms/resource/08/919408_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/919408_image3_1.jpg,127.3266121626,37.3510216352,6.0,20210318171923,37808.0,5.0,경기도자박물관,경기도 광주시 곤지암읍 경충대로 727,,,12805,5
31,A03,A0302,A03021600,131785,28,20040507000000,,,126.9565501235,37.0939558526,6.0,20210121172346,27544.0,31.0,경기도종합사격장,경기도 화성시 양감면 사격장길 142,,,18626,31
31,A03,A0302,A03020200,1896625,32,20140121102500,,,126.6421114356,37.2151307268,6.0,20201230111800,5379.0,15.0,경기도청소년수련원,경기도 안산시 단원구 선감로 255,(선감동),032-886-6900,15651,15
31,A02,A0203,A02030400,129195,12,20060807000000,,,126.7026428319,37.7845044938,6.0,20210107132405,95508.0,27.0,경기미래교육 파주캠퍼스,경기도 파주시 탄현면 얼음실로 40,,,10859,27
31,A02,A0206,A02060100,2493039,14,20170522152103,http://tong.visitkorea.or.kr/cms/resource/34/2493034_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/34/2493034_image2_1.JPG,127.0643967935,37.9446145449,6.0,20210416171919,3246.0,10.0,경기북부어린이박물관,경기도 동두천시 평화로2910번길 148-46,,,11307,10
36,A05,A0502,A05020100,133645,39,20040226000000,http://tong.visitkorea.or.kr/cms/resource/39/1023139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1023139_image3_1.jpg,129.0814471923,35.4933881544,6.0,20210210101032,23503.0,10.0,경기식당,경상남도 양산시 하북면 신평강변로 86,,,50502,10
31,A02,A0206,A02060600,130489,14,20040312000000,http://tong.visitkorea.or.kr/cms/resource/86/1785886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1785886_image3_1.jpg,127.0367742919,37.2619683981,6.0,20210111171103,19585.0,13.0,경기아트센터,경기도 수원시 팔달구 효원로307번길 20,(인계동),,16488,13
1,A02,A0206,A02060100,2552251,14,20180628140833,http://tong.visitkorea.or.kr/cms/resource/43/2552243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2552243_image2_1.jpg,127.0656764529,37.4867511901,6.0,20201105134547,586.0,1.0,경기여고 경운박물관(서울),서울특별시 강남구 삼성로 29,(개포동) 경기여고 100주년기념관,,06324,1
31,A02,A0203,A02030400,2605330,12,20190605145603,http://tong.visitkorea.or.kr/cms/resource/20/2368620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2368620_image3_1.jpg,127.5756214372,37.4995839707,6.0,20201208144925,0.0,19.0,경기영어마을 양평캠프,경기도 양평군 용문면 연수로 209,,,12516,19
31,A03,A0305,A03050100,2388712,28,20160617100726,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,126.9502807778,37.3108778568,6.0,20200528130740,4457.0,24.0,경기의왕레일파크,경기도 의왕시 왕송못동로 209,(월암동),,16107,24
37,A02,A0201,A02010700,147656,12,20040203000000,http://tong.visitkorea.or.kr/cms/resource/80/2648780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2648780_image3_1.jpg,127.1498643734,35.8152058871,6.0,20200925134156,56618.0,12.0,경기전,전라북도 전주시 완산구 태조로 44,(풍남동3가),,55042,12
37,A02,A0208,A02081300,2659776,15,20200612162925,http://tong.visitkorea.or.kr/cms/resource/61/2680361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2680361_image2_1.jpg,127.1538417800,35.8158642143,6.0,20201109132747,0.0,12.0,경기전 사람들 2020,전라북도 전주시 완산구 한지길 102,(풍남동3가),063-232-9938,55041,12
37,A02,A0208,A02081300,2659804,15,20200612171454,http://tong.visitkorea.or.kr/cms/resource/63/2680363_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2680363_image2_1.jpg,127.1538417800,35.8158642143,6.0,20201103165434,0.0,12.0,경기전 수복청 상설공연 2020,전라북도 전주시 완산구 한지길 102,(풍남동3가),063-232-9937,55041,12
37,B02,B0201,B02011600,2609894,32,20190705142837,,,127.1501865087,35.8174361942,,20200327090635,0.0,12.0,경기전 연가,전라북도 전주시 완산구 어진길 82-6,(경원동2가),010-8835-6698,55039,12
31,A02,A0208,A02080600,2667707,15,20200818165458,http://tong.visitkorea.or.kr/cms/resource/03/2667703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2667703_image2_1.jpg,126.9531611746,37.3071811142,6.0,20210330173519,0.0,24.0,경기정원문화박람회,경기도 의왕시 왕송못동로 307,(월암동),070-7411-2022,16107,24
31,A02,A0206,A02060900,130831,14,20060510000000,http://tong.visitkorea.or.kr/cms/resource/91/1785991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1785991_image3_1.jpg,127.0224634611,37.2983667056,6.0,20201203172642,20597.0,13.0,경기중앙교육도서관,경기도 수원시 장안구 조원로 18,(조원동),,16279,13
31,A02,A0204,A02040800,2500296,12,20170718170657,,,127.1049419938,37.4003091464,6.0,20201224094731,1312.0,12.0,경기콘텐츠 코리아 랩,경기도 성남시 분당구 대왕판교로645번길 12,(삼평동) 경기창조혁신센터,,13487,12
36,A02,A0201,A02010600,773075,12,20090730112604,http://tong.visitkorea.or.kr/cms/resource/06/2026206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2026206_image3_1.jpg,127.7089347057,35.1623867315,6.0,20210121175637,28421.0,18.0,경남 하동 악양 [슬로시티],경상남도 하동군 악양면 악양서로 357,,,52305,18
